time/time_elapsed,time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,rollout/collision_rate,rollout/success_rate,rollout/ep_rew_mean,train/learning_rate,train/value_loss,train/clip_range,train/entropy_loss,train/explained_variance,train/loss,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/n_updates,eval/success_rate,eval/mean_reward,eval/mean_ep_length
313,462848,113,1476,99.71,0.17,0.64,8.850190162658691,0.0003,0.9149425996467471,0.2,-0.9231449984014034,0.5309818983078003,0.16379500925540924,-0.034837759495712814,0.07523948,0.348095703125,1120,,,
315,466944,114,1480,102.41,0.19,0.59,8.214264869689941,0.0003,1.0253941904753447,0.2,-0.960154614597559,0.664448618888855,0.19150876998901367,-0.029962889733724296,0.068952836,0.3464599609375,1130,,,
317,471040,115,1483,93.77,0.24,0.58,8.055583953857422,0.0003,1.336928515136242,0.2,-0.8912738043814897,0.43503814935684204,0.14443080127239227,-0.03488093362248037,0.077055186,0.3755615234375,1140,,,
,475000,,,,,,,0.0003,1.9093356110155582,0.2,-0.9533984817564487,0.5218464136123657,0.36528488993644714,-0.02899680150439963,0.076125085,0.35498046875,1150,0.1,0.07382957637310028,181.5
324,475136,116,1464,91.09,0.26,0.58,7.954121112823486,,,,,,,,,,,,,
326,479232,117,1467,95.3,0.23,0.6,7.95834493637085,0.0003,0.9335227165371179,0.2,-0.9606231857091189,0.6537333726882935,0.09330029785633087,-0.033316690928768364,0.069012165,0.367578125,1160,,,
328,483328,118,1470,97.33,0.2,0.61,8.309900283813477,0.0003,1.0078493032604456,0.2,-0.9408173598349094,0.6442137956619263,0.11675392836332321,-0.024838017666479573,0.071810156,0.380517578125,1170,,,
330,487424,119,1474,95.37,0.18,0.63,8.571290969848633,0.0003,1.3697577640414238,0.2,-0.9372732259333134,0.5997656583786011,0.23838812112808228,-0.031053759390488267,0.081824705,0.3602783203125,1180,,,
332,491520,120,1477,104.08,0.16,0.63,8.508349418640137,0.0003,1.0145874589681625,0.2,-0.941763810068369,0.7052248120307922,0.14849737286567688,-0.032709177845390514,0.06320198,0.3531005859375,1190,,,
334,495616,121,1480,98.96,0.22,0.61,8.303999900817871,0.0003,1.2380382284522056,0.2,-0.9431931186467409,0.5353590250015259,0.11685087531805038,-0.029468061338411643,0.069696784,0.350439453125,1200,,,
336,499712,122,1483,89.82,0.31,0.57,7.6558756828308105,0.0003,1.6451566994190217,0.2,-0.9485743146389722,0.5709664821624756,0.5083723664283752,-0.0273494051565649,0.071080565,0.3329833984375,1210,,,
,500000,,,,,,,0.0003,1.7693706903606654,0.2,-0.9534970209002495,0.6032522916793823,0.390232652425766,-0.027314160513924435,0.07507795,0.3613525390625,1220,0.05,0.08380745351314545,190.8
343,503808,123,1465,89.09,0.27,0.6,8.202193260192871,,,,,,,,,,,,,
345,507904,124,1468,84.41,0.27,0.63,8.7689847946167,0.0003,1.4486699994653462,0.2,-0.9497987300157547,0.5474288463592529,0.35170772671699524,-0.03361783073924016,0.06728901,0.351611328125,1230,,,
347,512000,125,1471,87.27,0.25,0.65,9.068556785583496,0.0003,1.8928201708942651,0.2,-0.9241264298558235,0.48670607805252075,0.3638633191585541,-0.028698944987263532,0.08285728,0.37216796875,1240,,,
349,516096,126,1474,88.58,0.25,0.64,8.943305969238281,0.0003,1.4885820858180523,0.2,-0.9533450491726398,0.5090329647064209,0.39943426847457886,-0.027336190818459727,0.0614055,0.3390625,1250,,,
351,520192,127,1477,80.93,0.28,0.59,8.179616928100586,0.0003,1.813138135522604,0.2,-0.9259587030857801,0.48613637685775757,0.3306494355201721,-0.032947186825913376,0.07725835,0.3488525390625,1260,,,
353,524288,128,1481,96.05,0.26,0.54,7.581487655639648,0.0003,1.517048654332757,0.2,-0.8981118392199278,0.500493049621582,0.19712483882904053,-0.02947714970505331,0.070068836,0.3295654296875,1270,,,
,525000,,,,,,,0.0003,0.9130231903865933,0.2,-0.9503872454166412,0.41057848930358887,0.12492095679044724,-0.03026323398516979,0.075275816,0.3548583984375,1280,0.1,-0.08136586844921112,181.65
360,528384,129,1464,97.42,0.34,0.48,6.633922100067139,,,,,,,,,,,,,
362,532480,130,1467,96.71,0.28,0.54,7.520974159240723,0.0003,1.5582996398210525,0.2,-0.9203669741749764,0.5143871307373047,0.3808540105819702,-0.031997711391886695,0.07104699,0.351220703125,1290,,,
364,536576,131,1470,84.78,0.25,0.62,8.600235939025879,0.0003,1.2521621111780405,0.2,-0.9374512456357479,0.587755024433136,0.20519107580184937,-0.037186673522228375,0.07537876,0.359375,1300,,,
366,540672,132,1473,80.11,0.26,0.66,9.21874713897705,0.0003,1.4601433185860515,0.2,-0.9438317779451608,0.464011549949646,0.33287692070007324,-0.036265645176172256,0.08875452,0.3684814453125,1310,,,
368,544768,133,1476,80.07,0.24,0.68,9.461008071899414,0.0003,2.08148654922843,0.2,-0.9406131036579609,0.4354051947593689,0.5065016746520996,-0.0298328906937968,0.07597932,0.356982421875,1320,,,
371,548864,134,1479,79.65,0.26,0.66,9.154266357421875,0.0003,1.2686133930459618,0.2,-0.9436277631670237,0.589550793170929,0.5420904159545898,-0.03691897876560688,0.08137572,0.366845703125,1330,,,
,550000,,,,,,,0.0003,1.869206438213587,0.2,-0.917684680595994,0.43414735794067383,0.39226260781288147,-0.02485930891125463,0.0761434,0.3548583984375,1340,0.1,0.5879234075546265,165.25
377,552960,135,1464,76.07,0.26,0.66,9.074997901916504,,,,,,,,,,,,,
379,557056,136,1467,81.94,0.24,0.66,9.09592056274414,0.0003,1.876045124232769,0.2,-0.8911208610981702,0.4592658281326294,0.24647550284862518,-0.031269877709564756,0.071663804,0.35029296875,1350,,,
381,561152,137,1469,82.27,0.27,0.64,8.791594505310059,0.0003,1.581028905697167,0.2,-0.9192599724978209,0.4517999291419983,0.19005945324897766,-0.025676589709473775,0.078977674,0.3856689453125,1360,,,
383,565248,138,1472,82.71,0.37,0.52,6.832769870758057,0.0003,1.5096312815323472,0.2,-0.9274793587625026,0.4479527473449707,0.2642640769481659,-0.02636266759072896,0.06767117,0.3426513671875,1370,,,
385,569344,139,1475,80.9,0.37,0.52,7.0476484298706055,0.0003,1.8038723304867745,0.2,-0.936262383311987,0.3585042357444763,0.3395738899707794,-0.024569475674070418,0.06806916,0.3541015625,1380,,,
387,573440,140,1477,78.8,0.26,0.65,9.163959503173828,0.0003,1.8172956716269255,0.2,-0.887262063845992,0.46150970458984375,0.4700758457183838,-0.027016161993378772,0.07326679,0.3401123046875,1390,,,
,575000,,,,,,,0.0003,1.5745113225653768,0.2,-0.8968312386423349,0.4656566381454468,0.32629016041755676,-0.028588092187419534,0.08232586,0.358056640625,1400,0.1,-0.1397094428539276,162.45
394,577536,141,1464,81.66,0.23,0.66,9.247112274169922,,,,,,,,,,,,,
396,581632,142,1466,88.02,0.21,0.63,8.85162353515625,0.0003,1.5565497381612659,0.2,-0.9573231622576713,0.5065990686416626,0.3347979784011841,-0.02511018213699572,0.09330087,0.3680419921875,1410,,,
398,585728,143,1469,86.92,0.17,0.66,9.238812446594238,0.0003,1.2755725113674998,0.2,-0.9128860544413329,0.41262680292129517,0.144106924533844,-0.030459334282204507,0.07924193,0.3587890625,1420,,,
400,589824,144,1472,80.52,0.22,0.66,9.004834175109863,0.0003,1.4051241550594569,0.2,-0.9057642478495836,0.6130596399307251,0.20797844231128693,-0.02989530473423656,0.07324618,0.3298828125,1430,,,
402,593920,145,1475,80.29,0.27,0.63,8.670491218566895,0.0003,1.8857450233772397,0.2,-0.8875073570758104,0.576785683631897,0.4702485203742981,-0.03202341476862784,0.07147306,0.3386962890625,1440,,,
404,598016,146,1477,78.51,0.24,0.67,9.157502174377441,0.0003,2.083967626094818,0.2,-0.8685518115758896,0.39454638957977295,0.5540009140968323,-0.02565347149502486,0.06613911,0.3444091796875,1450,,,
,600000,,,,,,,0.0003,1.2819011842831969,0.2,-0.9102806624025106,0.6494288444519043,0.1378210037946701,-0.03012829694780521,0.07991827,0.339306640625,1460,0.15,0.8825176358222961,161.95
410,602112,147,1465,80.83,0.24,0.64,8.743973731994629,,,,,,,,,,,,,
412,606208,148,1468,82.94,0.3,0.57,7.723394393920898,0.0003,1.8962181150913238,0.2,-0.8887408409267664,0.5237049460411072,0.3305281102657318,-0.029455627046991138,0.059478246,0.325146484375,1470,,,
414,610304,149,1471,84.59,0.29,0.56,7.575376510620117,0.0003,1.5685428652912379,0.2,-0.9817531488835811,0.5642988681793213,0.3501208424568176,-0.02624043703835923,0.06885969,0.3545166015625,1480,,,
416,614400,150,1474,100.7,0.24,0.51,6.871261119842529,0.0003,1.751349062845111,0.2,-0.9675268191844225,0.5108038187026978,0.2835898995399475,-0.02738860450917855,0.06819792,0.333837890625,1490,,,
418,618496,151,1476,93.26,0.24,0.56,7.569774627685547,0.0003,0.9810669891536236,0.2,-1.0241367612034082,0.6851423978805542,0.07722113281488419,-0.03153941034688614,0.06488277,0.347607421875,1500,,,
420,622592,152,1479,90.01,0.23,0.63,8.54403305053711,0.0003,1.5345676612108945,0.2,-0.8999938778579235,0.6133690476417542,0.29242032766342163,-0.0240673772059381,0.061763015,0.3138671875,1510,,,
,625000,,,,,,,0.0003,1.322137806378305,0.2,-0.8868117690086365,0.6332821846008301,0.3674040734767914,-0.0323442529886961,0.066565484,0.3461669921875,1520,0.2,2.061802625656128,137.4
426,626688,153,1468,90.77,0.29,0.57,7.878247261047363,,,,,,,,,,,,,
428,630784,154,1471,82.37,0.29,0.58,8.054221153259277,0.0003,1.95709969997406,0.2,-0.9182553812861443,0.581427276134491,0.34458452463150024,-0.028147026905207893,0.06632745,0.337548828125,1530,,,
430,634880,155,1473,81.98,0.23,0.61,8.424686431884766,0.0003,1.9078084729611873,0.2,-0.9308510150760412,0.5163295865058899,0.44285985827445984,-0.021676998742623254,0.07237716,0.35166015625,1540,,,
432,638976,156,1476,81.96,0.25,0.62,8.403844833374023,0.0003,1.5111023114994169,0.2,-1.0093790538609029,0.5852910280227661,0.328893780708313,-0.026538449109648355,0.07888689,0.34794921875,1550,,,
434,643072,157,1479,82.0,0.23,0.66,8.816607475280762,0.0003,1.6316096041351558,0.2,-0.9576943278312683,0.5577716827392578,0.22451817989349365,-0.027743787091458215,0.07509092,0.348193359375,1560,,,
436,647168,158,1481,78.83,0.26,0.6,8.240508079528809,0.0003,1.6890774382278324,0.2,-0.966581117734313,0.5674184560775757,0.28814399242401123,-0.02611831217072904,0.07790017,0.3720458984375,1570,,,
,650000,,,,,,,0.0003,1.5817514803260564,0.2,-0.9553640335798264,0.5992136001586914,0.3059849143028259,-0.026709204819053412,0.074242115,0.3368408203125,1580,0.05,-0.39276304841041565,181.65
443,651264,159,1468,76.36,0.22,0.64,8.932994842529297,,,,,,,,,,,,,
445,655360,160,1470,65.99,0.24,0.68,9.265939712524414,0.0003,1.8852666180580855,0.2,-0.8755316995084286,0.4132623076438904,0.1950255185365677,-0.023982054539374076,0.0773039,0.3449951171875,1590,,,
447,659456,161,1473,69.14,0.25,0.67,9.189326286315918,0.0003,2.029113120958209,0.2,-0.9205014150589704,0.5136280059814453,0.4699275493621826,-0.024179872017703018,0.07581329,0.3576416015625,1600,,,
449,663552,162,1475,64.57,0.27,0.67,9.219145774841309,0.0003,1.4765248173847794,0.2,-0.9552600774914026,0.6379131078720093,0.27087143063545227,-0.029514376028964763,0.08061492,0.3665771484375,1610,,,
451,667648,163,1477,66.8,0.26,0.68,9.555127143859863,0.0003,2.3012566179037095,0.2,-0.9120669100433588,0.5135324001312256,0.40442243218421936,-0.025822234145016408,0.07311012,0.3260498046875,1620,,,
453,671744,164,1479,72.22,0.24,0.67,9.37900447845459,0.0003,2.57926455065608,0.2,-0.8434197388589382,0.279153048992157,0.5351974964141846,-0.02390000940358732,0.07473712,0.3138671875,1630,,,
,675000,,,,,,,0.0003,1.7529590629041194,0.2,-0.9573164787143469,0.42264270782470703,0.348543643951416,-0.025465761485975236,0.07676048,0.3459228515625,1640,0.05,-0.4762856960296631,143.3
459,675840,165,1469,78.95,0.23,0.63,8.819974899291992,,,,,,,,,,,,,
461,679936,166,1471,73.39,0.26,0.61,8.484691619873047,0.0003,1.5142300695180893,0.2,-0.9810122702270746,0.5252474546432495,0.21792683005332947,-0.032719012632151136,0.07780118,0.3422119140625,1650,,,
463,684032,167,1474,74.81,0.25,0.61,8.387557029724121,0.0003,2.1495609913021325,0.2,-0.9392079930752516,0.43287861347198486,0.2572483420372009,-0.023860825317387934,0.076927856,0.35107421875,1660,,,
465,688128,168,1476,81.88,0.25,0.58,8.195226669311523,0.0003,1.3536939622834325,0.2,-0.9893831860274076,0.4880409836769104,0.22085432708263397,-0.03163433070440078,0.07606815,0.3420654296875,1670,,,
468,692224,169,1478,72.19,0.26,0.64,8.803064346313477,0.0003,1.8293703943490982,0.2,-0.9985059689730406,0.40310168266296387,0.3397715389728546,-0.0327838291763328,0.08901796,0.3690673828125,1680,,,
470,696320,170,1481,67.28,0.26,0.66,8.937602996826172,0.0003,1.7421304017305375,0.2,-0.897777647525072,0.520362377166748,0.29267412424087524,-0.02940869977173861,0.08273107,0.3462646484375,1690,,,
,700000,,,,,,,0.0003,1.9614622697234154,0.2,-0.8608953829854726,0.49442803859710693,0.27021998167037964,-0.02913830719771795,0.071793064,0.322998046875,1700,0.25,3.1047444343566895,150.2
476,700416,171,1471,66.9,0.32,0.62,8.551340103149414,,,,,,,,,,,,,
478,704512,172,1472,68.04,0.31,0.67,9.393096923828125,0.0003,2.804255936294794,0.2,-0.8778572902083397,0.36198103427886963,0.7748539447784424,-0.026696213893592356,0.08983825,0.326953125,1710,,,
480,708608,173,1474,71.16,0.26,0.69,9.513330459594727,0.0003,2.072921532019973,0.2,-0.8320168867707253,0.29344022274017334,0.45320984721183777,-0.02275191184889991,0.093036585,0.347314453125,1720,,,
482,712704,174,1477,77.82,0.25,0.65,9.088706970214844,0.0003,1.731746867671609,0.2,-0.8493862427771092,0.3796362280845642,0.4426974058151245,-0.03036229374993127,0.07781319,0.334814453125,1730,,,
484,716800,175,1479,84.49,0.22,0.68,9.636540412902832,0.0003,1.6322873011231422,0.2,-0.8608462277799844,0.3637242913246155,0.21112966537475586,-0.028693074200418778,0.065408945,0.3267578125,1740,,,
486,720896,176,1481,82.72,0.24,0.68,9.634552955627441,0.0003,1.913108130916953,0.2,-0.8385497413575649,0.3676995038986206,0.4859031140804291,-0.02312452895566821,0.07749239,0.3241455078125,1750,,,
488,724992,177,1483,82.02,0.23,0.68,9.72768783569336,0.0003,1.7776325734332203,0.2,-0.7869476541876793,0.35920262336730957,0.38587266206741333,-0.023414676502579824,0.08225543,0.311376953125,1760,,,
,725000,,,,,,,0.0003,1.6092444140464068,0.2,-0.8340692356228828,0.22696787118911743,0.47626692056655884,-0.030591243912931533,0.08274032,0.35498046875,1770,0.15,1.9483623504638672,170.3
495,729088,178,1472,76.99,0.21,0.73,10.28419303894043,,,,,,,,,,,,,
497,733184,179,1474,70.71,0.2,0.75,10.449090957641602,0.0003,1.959802746027708,0.2,-0.8195524469017983,0.2894670367240906,0.3006187677383423,-0.029714449192397296,0.08260854,0.3330078125,1780,,,
499,737280,180,1476,63.39,0.25,0.67,9.347248077392578,0.0003,1.8864470709115266,0.2,-0.8080762479454279,0.3655703067779541,0.3932173252105713,-0.029457450108020568,0.072245985,0.3085205078125,1790,,,
501,741376,181,1478,65.17,0.29,0.61,8.678193092346191,0.0003,2.055090398713946,0.2,-0.8465363912284374,0.49735110998153687,0.3601874113082886,-0.028725010220659895,0.069447055,0.3258056640625,1800,,,
503,745472,182,1480,64.32,0.3,0.62,8.867332458496094,0.0003,2.3832886066287755,0.2,-0.8371718272566795,0.39571136236190796,0.377542108297348,-0.020732204537489453,0.072050214,0.32255859375,1810,,,
505,749568,183,1482,63.08,0.37,0.58,8.279889106750488,0.0003,3.084927011281252,0.2,-0.8284615367650986,0.2845497131347656,0.8849584460258484,-0.02099414380500093,0.07615632,0.329443359375,1820,,,
,750000,,,,,,,0.0003,2.242959875240922,0.2,-0.9011907555162907,0.1993715763092041,0.6080414056777954,-0.027257495938101783,0.07918958,0.3550048828125,1830,0.3,3.5163121223449707,152.05
511,753664,184,1472,75.69,0.3,0.64,8.964519500732422,,,,,,,,,,,,,
513,757760,185,1474,66.32,0.26,0.66,9.214692115783691,0.0003,1.9566948615014552,0.2,-0.9049471009522676,0.36518383026123047,0.309262752532959,-0.027657965529942884,0.079483144,0.35888671875,1840,,,
515,761856,186,1476,64.79,0.27,0.67,9.372547149658203,0.0003,2.5184007175266743,0.2,-0.9054701797664165,0.36800891160964966,0.6159067749977112,-0.023420928890118375,0.06615988,0.3373291015625,1850,,,
517,765952,187,1479,77.52,0.25,0.66,9.167231559753418,0.0003,2.2871956307440997,0.2,-0.8922579400241375,0.3402842879295349,0.5483471751213074,-0.02553884057851974,0.07192536,0.354736328125,1860,,,
519,770048,188,1481,80.57,0.26,0.59,8.205510139465332,0.0003,1.8516845155507327,0.2,-0.9067364983260632,0.38434380292892456,0.31675928831100464,-0.03248229192686267,0.079507396,0.37353515625,1870,,,
521,774144,189,1483,78.46,0.28,0.57,7.996006488800049,0.0003,2.054956824332476,0.2,-0.9117512062191964,0.47240525484085083,0.5512987971305847,-0.032530014199437574,0.07608819,0.3358642578125,1880,,,
,775000,,,,,,,0.0003,1.6285844836384058,0.2,-0.9159798271954059,0.5057223439216614,0.26416486501693726,-0.028848908364307136,0.072750755,0.337548828125,1890,0.2,2.0212748050689697,159.35
528,778240,190,1473,79.53,0.27,0.61,8.578523635864258,,,,,,,,,,,,,
530,782336,191,1475,85.3,0.29,0.58,8.252646446228027,0.0003,1.9346776448190213,0.2,-0.8714777551591396,0.5391961932182312,0.5499946475028992,-0.033033235813491046,0.07349068,0.3263671875,1900,,,
532,786432,192,1477,86.23,0.28,0.6,8.506874084472656,0.0003,2.2477736312896015,0.2,-0.8818949971348047,0.33763009309768677,0.5464425086975098,-0.025752371281851084,0.077618316,0.34287109375,1910,,,
534,790528,193,1479,81.85,0.28,0.62,8.538034439086914,0.0003,1.3873415004462004,0.2,-0.8629022296518087,0.5055224895477295,0.33042383193969727,-0.035213552403729406,0.08751498,0.3435791015625,1920,,,
536,794624,194,1481,76.91,0.3,0.63,8.765828132629395,0.0003,2.029942697659135,0.2,-0.8817574363201857,0.4760896563529968,0.45491570234298706,-0.029196803813101725,0.07052113,0.33994140625,1930,,,
538,798720,195,1483,79.08,0.22,0.7,9.848245620727539,0.0003,1.7142420317977667,0.2,-0.8403766725212336,0.4653165340423584,0.3518252372741699,-0.03360608782968484,0.07465859,0.3474365234375,1940,,,
,800000,,,,,,,0.0003,1.7193066012114286,0.2,-0.8736874595284462,0.4854965806007385,0.2891625761985779,-0.03635110748291481,0.07970673,0.3548095703125,1950,0.2,1.815575361251831,148.35
544,802816,196,1474,78.41,0.2,0.71,10.018505096435547,,,,,,,,,,,,,
546,806912,197,1475,68.66,0.2,0.74,10.383716583251953,0.0003,1.8635005738586188,0.2,-0.7763820741325617,0.31246060132980347,0.4049447774887085,-0.027800362961716018,0.076596506,0.3278564453125,1960,,,
548,811008,198,1477,65.33,0.25,0.7,9.771065711975098,0.0003,1.5088812585920095,0.2,-0.7842999782413245,0.4036557674407959,0.5002513527870178,-0.03441532082797494,0.08224477,0.3661376953125,1970,,,
550,815104,199,1479,70.99,0.25,0.69,9.667256355285645,0.0003,2.1937322437763216,0.2,-0.8206619407981635,0.33546435832977295,0.36840468645095825,-0.029500166000798345,0.0835873,0.327490234375,1980,,,
552,819200,200,1481,67.58,0.33,0.6,8.390337944030762,0.0003,1.8304273445159196,0.2,-0.7884677510708571,0.37113064527511597,0.5381146669387817,-0.030964772339211778,0.07588729,0.3149658203125,1990,,,
554,823296,201,1483,76.06,0.28,0.61,8.662445068359375,0.0003,1.8218714982271194,0.2,-0.862056827917695,0.4828009009361267,0.23819369077682495,-0.03406011524202768,0.07174763,0.3400390625,2000,,,
,825000,,,,,,,0.0003,1.9449993355199695,0.2,-0.9180910240858793,0.4065292477607727,0.38742703199386597,-0.028213773723109625,0.074190706,0.337744140625,2010,0.1,0.5630461573600769,164.25
561,827392,202,1473,67.93,0.33,0.59,8.168611526489258,,,,,,,,,,,,,
563,831488,203,1475,72.65,0.3,0.62,8.62714672088623,0.0003,2.523926981911063,0.2,-0.8660832501947879,0.3343607783317566,0.4577212929725647,-0.025350465951487423,0.0724773,0.334521484375,2020,,,
565,835584,204,1477,58.09,0.3,0.69,9.454580307006836,0.0003,1.809566232189536,0.2,-0.8844144757837057,0.3201448321342468,0.35116440057754517,-0.031014863739255816,0.085285395,0.3584228515625,2030,,,
567,839680,205,1479,65.27,0.25,0.7,9.652021408081055,0.0003,2.265122992172837,0.2,-0.9143416173756123,0.43198537826538086,0.5549551248550415,-0.031520366721088065,0.07682974,0.353955078125,2040,,,
569,843776,206,1480,63.59,0.29,0.68,9.293285369873047,0.0003,2.027255754172802,0.2,-0.9380251064896583,0.43413782119750977,0.36522817611694336,-0.030688282827031798,0.08042372,0.363330078125,2050,,,
571,847872,207,1482,61.66,0.28,0.7,9.595163345336914,0.0003,2.1291003108024595,0.2,-0.8936624970287085,0.43430250883102417,0.7023774981498718,-0.027751797839300707,0.074264474,0.32685546875,2060,,,
,850000,,,,,,,0.0003,2.430803170055151,0.2,-0.9812790367752313,0.45824742317199707,0.38941651582717896,-0.03338910627644509,0.074012786,0.35380859375,2070,0.1,0.5184787511825562,153.7
578,851968,208,1473,67.38,0.4,0.51,6.850155830383301,,,,,,,,,,,,,
580,856064,209,1475,67.72,0.33,0.57,7.861433506011963,0.0003,2.4417761266231537,0.2,-0.9607418812811375,0.3412877917289734,0.40411627292633057,-0.03178475736640394,0.073029645,0.3480712890625,2080,,,
582,860160,210,1477,75.35,0.25,0.65,9.17879867553711,0.0003,1.873114511743188,0.2,-0.9686703778803348,0.2277212142944336,0.2644485831260681,-0.030133361514890565,0.08263902,0.3704833984375,2090,,,
584,864256,211,1479,76.85,0.24,0.63,9.093785285949707,0.0003,1.508884366042912,0.2,-0.9772349890321493,0.4772680997848511,0.17641949653625488,-0.039659973786910996,0.085171245,0.377197265625,2100,,,
586,868352,212,1481,73.59,0.31,0.61,8.78191089630127,0.0003,1.7136303778737783,0.2,-0.9302256725728512,0.5080951452255249,0.31581947207450867,-0.038047774438746275,0.06674445,0.3493408203125,2110,,,
588,872448,213,1483,79.58,0.28,0.63,8.78429126739502,0.0003,1.6870454367250205,0.2,-0.9529501471668482,0.4060431718826294,0.3060227930545807,-0.0368967855698429,0.06300081,0.35478515625,2120,,,
,875000,,,,,,,0.0003,1.7911473164334892,0.2,-0.9767202068120241,0.4021470546722412,0.3148382306098938,-0.03983890548697673,0.069649935,0.369140625,2130,0.2,1.8222730159759521,154.4
594,876544,214,1474,72.01,0.28,0.65,9.067569732666016,,,,,,,,,,,,,
596,880640,215,1476,69.18,0.35,0.59,8.309379577636719,0.0003,2.0798841595649717,0.2,-0.9482335358858108,0.4461989998817444,0.5206407904624939,-0.03429105277173221,0.0690611,0.3481201171875,2140,,,
598,884736,216,1478,68.24,0.27,0.68,9.384069442749023,0.0003,2.7088357701897623,0.2,-0.935293709486723,0.3265577554702759,0.5372860431671143,-0.03027519966417458,0.077258855,0.358984375,2150,,,
600,888832,217,1480,78.43,0.24,0.69,9.598943710327148,0.0003,1.642613049596548,0.2,-0.9488474570214749,0.4266636371612549,0.36072883009910583,-0.03350507309951354,0.06801434,0.353173828125,2160,,,
602,892928,218,1481,79.22,0.24,0.66,9.139986038208008,0.0003,1.7214860837906598,0.2,-0.9689607620239258,0.4369044899940491,0.31529152393341064,-0.034701243159361184,0.06449834,0.3562744140625,2170,,,
604,897024,219,1483,66.09,0.25,0.66,8.960404396057129,0.0003,1.3665239186957479,0.2,-0.922434114664793,0.5291464328765869,0.1722293198108673,-0.039116385765373705,0.07574198,0.350390625,2180,,,
,900000,,,,,,,0.0003,2.360820583626628,0.2,-0.9354054260998964,0.5269260406494141,0.4736723005771637,-0.03202764751040377,0.06957586,0.34736328125,2190,0.1,0.8812869787216187,144.95
610,901120,220,1475,61.92,0.34,0.6,8.064629554748535,,,,,,,,,,,,,
612,905216,221,1477,59.66,0.24,0.7,9.611102104187012,0.0003,2.2316642571240664,0.2,-0.869720384851098,0.4576225280761719,0.4026298522949219,-0.03314337813935708,0.07061565,0.3235107421875,2200,,,
614,909312,222,1479,67.42,0.21,0.7,9.839982032775879,0.0003,2.1104638148099184,0.2,-0.8669481981545687,0.4003415107727051,0.33938175439834595,-0.03199389073997736,0.0677817,0.3259033203125,2210,,,
616,913408,223,1480,80.49,0.25,0.64,9.10639476776123,0.0003,1.8032475043088199,0.2,-0.8886451963335276,0.33727872371673584,0.35816872119903564,-0.03399651713698404,0.065533325,0.3191650390625,2220,,,
618,917504,224,1482,81.12,0.25,0.66,9.273346900939941,0.0003,1.829373524338007,0.2,-0.8571238398551941,0.4073639512062073,0.3511911630630493,-0.03815467960375827,0.07363734,0.336181640625,2230,,,
620,921600,225,1484,79.27,0.27,0.59,8.252978324890137,0.0003,1.576966404169798,0.2,-0.912586260586977,0.3876118063926697,0.26779115200042725,-0.032959049934288484,0.07713539,0.3760009765625,2240,,,
,925000,,,,,,,0.0003,1.7276106126606465,0.2,-0.9557445794343948,0.37903720140457153,0.5466809868812561,-0.03178020102204755,0.06974599,0.3582763671875,2250,0.1,0.6437154412269592,163.45
627,925696,226,1475,71.13,0.26,0.63,8.742793083190918,,,,,,,,,,,,,
629,929792,227,1477,67.94,0.3,0.64,8.760513305664062,0.0003,1.7944676894694567,0.2,-0.8966533023864031,0.4249624013900757,0.2797110676765442,-0.03742278214194812,0.08194092,0.3623046875,2260,,,
631,933888,228,1478,80.57,0.29,0.58,8.086492538452148,0.0003,2.050141032412648,0.2,-0.9394556567072868,0.44056737422943115,0.3084768056869507,-0.03427354405866936,0.07490921,0.3481689453125,2270,,,
633,937984,229,1480,79.29,0.23,0.63,8.75538158416748,0.0003,1.5042094953358174,0.2,-0.9328495986759663,0.4668370485305786,0.19234929978847504,-0.0383268583973404,0.07622324,0.375927734375,2280,,,
635,942080,230,1481,67.07,0.26,0.68,9.31291389465332,0.0003,1.9193468760699033,0.2,-0.8744498260319233,0.4527164697647095,0.35484379529953003,-0.030380865072947925,0.07288176,0.337646484375,2290,,,
637,946176,231,1483,67.88,0.3,0.63,8.552084922790527,0.0003,1.8929803229868412,0.2,-0.9421843994408846,0.5214755535125732,0.3694803714752197,-0.03334284620650578,0.06317802,0.3354248046875,2300,,,
,950000,,,,,,,0.0003,2.490351939201355,0.2,-0.9082956064492465,0.45176196098327637,0.4802907109260559,-0.0275356844504131,0.060112566,0.3237548828125,2310,0.1,1.0720244646072388,154.75
643,950272,232,1475,68.2,0.3,0.62,8.586304664611816,,,,,,,,,,,,,
646,954368,233,1477,77.16,0.31,0.56,7.771198272705078,0.0003,2.391496400162578,0.2,-0.8915895160287619,0.3103150725364685,0.3061295449733734,-0.0280857911799103,0.08125919,0.346923828125,2320,,,
648,958464,234,1478,87.48,0.24,0.62,8.711380004882812,0.0003,1.3146274199709296,0.2,-0.9359767131507397,0.46117275953292847,0.2316620796918869,-0.04016285478428472,0.07831703,0.3472900390625,2330,,,
650,962560,235,1480,87.44,0.23,0.6,8.430212020874023,0.0003,1.1218095436692237,0.2,-1.01016398742795,0.5968766212463379,0.17497414350509644,-0.037417484825709835,0.076220736,0.38984375,2340,,,
652,966656,236,1481,73.58,0.23,0.66,9.140040397644043,0.0003,1.774441211298108,0.2,-0.9442550774663687,0.5093979835510254,0.34411656856536865,-0.029221308237174524,0.070744365,0.34970703125,2350,,,
